Decade,Song,Film,Year,MusicDirector,Lyricist,Singer1,Singer2,Singer3
1970s,tum hamase milo ham tumase mile.n -  View,Mere Humsafar (1970),1970,Kalyanji-Anandji,Anand Bakshi,Lata,,
1960s,allaa allaa allaa vo le gayaa chaa.Ndii chhallaa -  View,Mere Huzoor (1968),1968,Shankar-Jaikishan,Hasrat,Lata,,
1960s,jaan\-e\-man ik nazar dekh le -  View,Mere Mehboob (1963),1963,Naushad,Shakeel,Lata, Asha,
1960s,mere mahabuub me.n kyaa nahii.n kyaa nahii.n -  View,Mere Mehboob (1963),1963,Naushad,Shakeel,Lata, Asha,
1960s,"mere mahabuub tujhe, merii muhabbat kii qasam (lataa) -  View",Mere Mehboob (1963),1963,Naushad,Shakeel,Lata,,
1960s,tere pyaar me.n diladaar jo hai meraa haal\-e\-izaar -  View,Mere Mehboob (1963),1963,Naushad,Shakeel,Lata,,
1970s,ye kaun ha.Nsaa are kaun ha.Nsaa -  View,Mere Sajna (1975),1975,Laxmikant-Pyarelal,Majrooh,Lata,,
1960s,tere Kayaalo.n me.n tere hii Kwaabo.n me.n -  View,Meri Surat Teri Ankhen (1963),1963,S D Burman,Shailendra,Lata,,
1950s,"haay jiyaa roe roe, piyaa naahi aae aae -  View",Milan (1958),1958,Hansraj Behl,Prem Dhawan,Lata,,
1950s,tujhako Dhuu.N.Dhuu.N to Dhuu.N.Dhuu.N kahaa.N -  View,Milan (1958),1958,Hansraj Behl,Prem Dhawan,Lata,,
1960s,aaj dil pe koii zor chalataa nahii.n -  View,Milan (1967),1967,Laxmikant-Pyarelal,Anand Bakshi,Lata,,
1960s,tohe saa.Nvariyaa naahii khabariyaa -  View,Milan (1967),1967,Laxmikant-Pyarelal,Anand Bakshi,Lata,,
1960s,bol gorii bol teraa kaun piyaa -  View,Milan (1967),1967,Laxmikant-Pyarelal,Anand Bakshi,Lata, Mukesh,
1950s,un aa.Nkho.n me.n niind kahaa.N -  View,Minister (1959),1959,Madan Mohan,Rajinder Krishan,Lata,,
1950s,tabiyat thiik thii aur dill bhii beqaraar na thaa -  View,Mirzaa Saahibaan (1957),1957,Sardool Kwatra,Verma Malik,Lata,,
1950s,jaauu.N mai.n kahaa.N ye zamiin ye jahaa.N chho.D ke -  View,Miss India (1957),1957,S D Burman,Rajinder Krishan,Lata, Manna Dey,
1950s,"saiyaa.N lag jaa gale, aajaa meraa dil jale -  View",Miss Mary (1957),1957,Hemant,Rajinder Krishan,Lata,,
1950s,sakhii rii sun bole papiihaa us paar -  View,Miss Mary (1957),1957,Hemant Kumar,Rajinder Krishan,Lata, Asha,
1950s,so gayaa saaraa zamaanaa -  View,Miss Mary (1957),1957,Hemant Kumar,Rajinder Krishan,Lata,,
2000s,aa.Nkhe.n khulii yaa ho.n ba.nd ... kaise kahuu.N ma... -  View,Mohabbatein (2000),2000,Jatin-Lalit,Anand Bakshi,Lata, Udit Narayan," Udbhav, Ma"
2000s,ham ko hamii.n se churaa lo -  View,Mohabbatein (2000),2000,Jatin-Lalit,Anand Bakshi,Lata, Udit Narayan,
2000s,pairo.n me.n bandhan hai -  View,Mohabbatein (2000),2000,Jatin-Lalit,Anand Bakshi,Lata, Udit Narayan," Udbhav, Ma"
1950s,tum ho saath raat bhii hasii.n hai -  View,Mohar (1959),1959,Madan Mohan,Rajinder Krishan,Lata,,
1970s,baaGo.n me.n bahaar aaii ho.nTho.n pe pukaar aaii -  View,Mom Ki Gudiya (1972),1972,Laxmikant-Pyarelal,Anand Bakshi,Lata, Anand Bakshi,
1950s,duniyaa me.n ham aaye hai.n to jiinaa hii pa.Degaa -  View,Mother India (1957),1957,Naushad,Shakeel,Lata, Meena, Usha
1950s,ghuu.NghaT nahii.n kholuu.Ngii sai.nyaa tore aage -  View,Mother India (1957),1957,Naushad,Shakeel,Lata,,
1950s,matavaalaa jiyaa Dole piyaa -  View,Mother India (1957),1957,Naushad,Shakeel,Lata, Rafi, Chorus
1950s,nagarii\-nagarii dvaare\-dvaare Dhuu.NDhuu.N re saa.... -  View,Mother India (1957),1957,Naushad,Shakeel,Lata,,
1950s,o jaane vaale jaa_o na ghar apanaa chho.D ke -  View,Mother India (1957),1957,Naushad,Shakeel,Lata,,
1950s,"o mere laal aa jaa, tujh ko gale lagaa luu.N -  View",Mother India (1957),1957,Naushad,Shakeel,Lata,,
1970s,jaa re jaa mai.n tose naa boluu.n -  View,Mr. Romeo (1973),1973,R D Burman,Anand Bakshi,Lata,,
1970s,naa soe.nge naa sone de.nge -  View,Mr. Romeo (1973),1973,R D Burman,Anand Bakshi,Lata, Kishore,
1960s,hame.n kaash tum se muhabbat na hotii -  View,Mughal-e-Aazam (1960),1960,Naushad,Shakeel,Lata,,
1960s,mohe panaghaT pe nand_laal chhe.D gayo re -  View,Mughal-e-Aazam (1960),1960,Naushad,Shakeel,Lata,,
1960s,muhabbat kii jhuuThii kahaanii pe roye -  View,Mughal-e-Aazam (1960),1960,Naushad,Shakeel,Lata,,
1960s,pyaar kiyaa to Daranaa kyaa jab pyaar kiyaa to Daran... -  View,Mughal-e-Aazam (1960),1960,Naushad,Shakeel,Lata,,
1960s,terii mahafil me.n kismat aazamaa kar ham bhii dekhe... -  View,Mughal-e-Aazam (1960),1960,Naushad,Shakeel,Lata, Shamshad, Chorus
1960s,woh aaii subahaa ke ... Kudaa nigehabaan ho tumhaaraa -  View,Mughal-e-Aazam (1960),1960,Naushad,Shakeel,Lata,,
1960s,ye dil kii lagii kam kyaa hogii -  View,Mughal-e-Aazam (1960),1960,Naushad,Shakeel,Lata,,
1960s,ai ishq ye sab duniyaa vaale -  View,Mughal-e-Aazam (1960),1960,Naushad,Shakeel,Lata,,
1960s,"bekas pe karam kiijiye, sarkaar\-e\-madiinaa -  View",Mughal-e-Aazam (1960),1960,Naushad,Shakeel,Lata,,
1960s,mohe na yuu.N ghuur\-ghuur kar dekho -  View,Mujhe Jeene Do (1963),1963,Jaidev,Sahir,Lata, Chorus,
1960s,raat bhii hai kuchh bhiigii\-bhiigii -  View,Mujhe Jeene Do (1963),1963,Jaidev,Sahir,Lata,,
1960s,tere bachapan ko javaanii kii duaa detii huu.N -  View,Mujhe Jeene Do (1963),1963,Jaidev,Sahir,Lata,,
2000s,jaane dil me.n kab se hai tuu -  View,Mujhse Dosti Karoge (2002),2002,Rahul Sharma,Anand Bakshi,Lata, Sonu Nigam,
2000s,andekhii anjaanii sii ... andekhaa anjaanaa saa -  View,Mujhse Dosti Karoge (2002),2002,Rahul Sharma,Anand Bakshi,Lata, Udit Narayan,
1970s,lallaa lallaa lorii duudh kii kaTorii -  View,Mukti (1977),1977,R D Burman,Anand Bakshi,Mukesh ,Lata,
1950s,ek nazar bas ek nazar -  View,Munimji (1955),1955,S D Burman,Sahir,Lata,,
1950s,"ghaayal hiraNiyaa, mai.n ban\-ban Doluu.N -  View",Munimji (1955),1955,S D Burman,Shailendra,Lata,,
1950s,aa.Nkh khulate hii tum -  View,Munimji (1955),1955,S D Burman,Sahir,Lata,,
1950s,nain khoyii khoyii tere dil me.n bhii -  View,Munimji (1955),1955,S D Burman,Shailendra,Lata, Chorus,
1950s,saajan bin nii.nd na aave -  View,Munimji (1955),1955,S D Burman,Sahir,Lata,,
1970s,"dil to hai dil, dil kaa aitabaar, kyaa kiijai -  View",Muqaddar Ka Sikandar (1978),1978,Kalyanji-Anandji,Anjaan,Lata,,
1950s,tuu mohan meraa -  View,Murliwala (1951),1951,Sudhir Phadke,Bharat Vyas,Lata,,
1950s,man re hari ke guN gaa -  View,Musaafir (1957),1957,Salil Chowdhury,Shailendra,Lata,,
1980s,saadhanaa aaraadhanaa merii ... kaise naache mayuurii -  View,Naache Mayuri (1986),1986,Laxmikant-Pyarelal,Anand Bakshi,Lata,,
1960s,ham jaan luTaa de.nge apanii saajan kii jaan -  View,Naache Naagin Baaje Been (1960),1960,Chitragupt,Majrooh,Lata,,
1960s,ho raajaa sai.nyaa aatii huu.N mai.n bhii -  View,Naache Naagin Baaje Been (1960),1960,Chitragupt,Majrooh,Lata,,
1950s,jaaduugar sai.nyaa chho.Do morii bai.nyaa -  View,Naagin (1954),1954,Hemant Kumar,Rajinder Krishan,Lata,,
1950s,man Dole meraa tan Dole mere dil kaa gayaa qaraar -  View,Naagin (1954),1954,Hemant Kumar,Rajinder Krishan,Lata,,
1950s,meraa badalii me.n chhup gayaa chaa.Nd re -  View,Naagin (1954),1954,Hemant Kumar,Rajinder Krishan,Lata,,
1950s,meraa dil ye pukaare aa jaa -  View,Naagin (1954),1954,Hemant Kumar,Rajinder Krishan,Lata,,
1950s,sun rasiyaa kaahe ko jalaa_e jiyaa aajaa -  View,Naagin (1954),1954,Hemant Kumar,Rajinder Krishan,Lata,,
1950s,sun rii sakhii mohe sajanaa bulaaye -  View,Naagin (1954),1954,Hemant Kumar,Rajinder Krishan,Lata,,
1950s,terii yaad me.n jal kar dekh liyaa ab aag me.n jal k... -  View,Naagin (1954),1954,Hemant Kumar,Rajinder Krishan,Lata,,
1950s,uu.Nchii uu.Nchii duniyaa kii diivaare.n sai.nyaa to... -  View,Naagin (1954),1954,Hemant Kumar,Rajinder Krishan,Lata,,
1950s,hone lagaa hai mujh pe jawaanii kaa ab asar -  View,Naastik (1954),1954,C Ramachandra,Pradeep,Lata,,
1950s,kaan{}haa bajaa{}e ba.nsarii -  View,Naastik (1954),1954,C Ramachandra,Pradeep,Lata, Chorus,
1950s,tere phuulo.n se bhii pyaar -  View,Naastik (1954),1954,C Ramachandra,Pradeep,Lata,,
1950s,dekhate\-dekhate jal gayaa aashiyaa.N -  View,Naataa (1955),1955,S Mohinder,Tanveer Naqvi,Lata,,
1950s,lagan lagii hai sajan milan kii -  View,Naataa (1955),1955,S Mohinder,Tanveer Naqvi,Lata,,
1950s,mat samajho niir bahaatii huu.N -  View,Naataa (1955),1955,S Mohinder,Tanveer Naqvi,Lata,,
1950s,"jhil-mil sitaaro.n ke tale, aa meraa daaman thaam le -  View",Naaz (1954),1954,Anil Biswas,Satyendra Athaiya,Lata,,
1950s,"aa.Nkho.n me.n dil hai, ho.nTho.n pe jaa.N, tum kaha... -  View",Naaz (1954),1954,Anil Biswas,Satyendra Athaiya,Lata, Chorus,
1950s,kaTatii hai ab to zi.ndagii marane kii i.ntazaar me.n -  View,Naaz (1954),1954,Anil Biswas,Prem Dhawan,Lata,,
1950s,mai.n huu.N uja.Daa aashiyaa.N -  View,Naaz (1954),1954,Anil Biswas,Prem Dhawan,Lata,,
1950s,ai dil dukha.Daa kise sunaaye.n -  View,Naaz (1954),1954,Anil Biswas,Kedar Sharma,Lata,,
1950s,aa ga_e dil me.n tum merii mahafil me.n tum -  View,Naazneen (1951),1951,Ghulam Mohammad,Shakeel,Lata,,
1950s,o zi.ndagii ke maalik teraa hii aasaraa hai -  View,Naazneen (1951),1951,Ghulam Mohammad,Shakeel,Lata,,
1950s,paravaane o paravaane do din kii javaanii hai -  View,Naazneen (1951),1951,Ghulam Mohammad,Shakeel,Lata,,
1960s,aa haa haa phuulo.n tale ham tum se mile -  View,Nadir Shah (1968),1968,S N Tripathi,,Lata,,
1950s,tuune mere zaKm\-e\-jigar ko chhuu liyaa -  View,Nageenaa (1951),1951,Shankar-Jaikishan,Shailendra,Lata,,
1950s,yaad aa_ii hai bekasii chhaa_ii hai -  View,Nageenaa (1951),1951,Shankar-Jaikishan,Hasrat,Lata,,
1980s,"mai.n terii dushman, dushman tuu meraa -  View",Naginaa (1986),1986,Laxmikant-Pyarelal,Anand Bakshi,Lata,,
1950s,gorii tere sapano.n ke sajanaa -  View,Nai Dilli / New Delhi (1956),1956,Shankar-Jaikishan,Shailendra,Lata, Chorus,
1950s,ko_ii mere sapano.n me.n aayaa -  View,Nai Dilli / New Delhi (1956),1956,Shankar-Jaikishan,Hasrat,Lata,,
1950s,"muralii bairan bhayii, kanhaiyaa torii -  View",Nai Dilli / New Delhi (1956),1956,Shankar-Jaikishan,Hasrat,Lata,,
1950s,tum sa.ng priit lagaa_ii rasiyaa -  View,Nai Dilli / New Delhi (1956),1956,Shankar-Jaikishan,Shailendra,Lata, Chorus,
1950s,zindagii bahaar hai muhabbat kii bahaar se -  View,Nai Dilli / New Delhi (1956),1956,Shankar-Jaikishan,Shailendra,Lata, Chorus,
1940s,"aa ga_ii bahaar, aa ga_ii -  View",Nai Taleem (1949),1949,Vasant Desai,S R Chopda,Lata,,
1960s,mere do nainaa matawaare kis ke liye -  View,Namaste ji (1965),1965,G S Kohli,Anjaan,Lata,,
1940s,zulm tumhaare sah na sake ham -  View,Namoona (1949),1949,C Ramachandra,Nakshab,Lata,,
1950s,kal bhor bhaye harii jaaye.nge -  View,Nand Kishore (1951),1951,Snehal Bhatkar,Narendra Sharma,Lata,,
1950s,nainan me.n barasaat man me.n kaajal kaalii raat -  View,Nand Kishore (1951),1951,Snehal Bhatkar,Narendra Sharma,Lata,,
1990s,kaahe abakii ai bahaar -  View,Nargis (1993),1993,Basu Chakravarty,Majrooh,Lata, Chorus,
1940s,hari ko bisaaro naa -  View,Narsinh Avtar (1949),1949,Vasant Desai,Pt. Narendra Sharma,Lata,,
1950s,"dekho jii, meraa jiiyaa churaae liye jaae -  View",Naubahaar (1952),1952,Roshan,Shailendra,Lata,,
1950s,e rii mai.n to prem divaanii -  View,Naubahaar (1952),1952,Roshan,Satyendra Athaiya,Lata,,
1950s,"kahaa.N hai, tuu kahaa.N hai merii duniyaa luuTane v... -  View",Naubahaar (1952),1952,Roshan,Nakshab,Lata,,
1950s,un ke bulaave pe Dole meraa dil -  View,Naubahaar (1952),1952,Roshan,Shailendra,Lata,,
1950s,vo paas nahii.n majabuur hai dil -  View,Naubahaar (1952),1952,Roshan,Nakshab,Lata,,
1950s,ThaNDii havaae.n laharaake aae.n -  View,Naujavan (1951),1951,S D Burman,Sahir,Lata,,
1950s,dil kaa dard na jaane duniyaa -  View,Naujawaan (1951),1951,S D Burman,Sahir,Lata,,
1970s,a.Nkhiyo.n me.n chhoTe\-ChhoTe sapane sajaa_ike -  View,Naukar (1979),1979,R D Burman,Majrooh,Lata,,
1950s,dhiimii dhiimii hai kyo.n havaa -  View,Nausherwaan-e-Aadil (1957),1957,C Ramachandra,Parvez Shamsi,Lata,,
1950s,matalab kii ye duniyaa hai -  View,Nausherwaan-e-Aadil (1957),1957,C Ramachandra,Parvez Shamsi,Lata,,
1950s,raat Dhalii jaan chalii -  View,Nausherwaan-e-Aadil (1957),1957,C Ramachandra,Parvez Shamsi,Lata,,
1950s,taaro.n kii zubaa.N par hai muhabbat kii kahaanii -  View,Nausherwaan-e-Aadil (1957),1957,C Ramachandra,Parvez Shamsi,Lata, Rafi,
1950s,bhuul jaaye.n saare Gam -  View,Nausherwaan-e-Aadil (1957),1957,C Ramachandra,Parvez Shamsi,Lata,Rafi,
1970s,raamaa raamaa gajab hu_ii gavaa re -  View,Naya Zamana (1971),1971,S D Burman,Anand Bakshi,Lata,,
1950s,"chhuum chhanaanan chhuum-chhuum, ye samaa.N aur ham-... -  View",Nayaa Ghar (1953),1953,Shankar-Jaikishan,Shailendra,Lata,,
1950s,jaa jaa jaa re jaa re jaa -  View,Nayaa Ghar (1953),1953,Shankar-Jaikishan,Shailendra,Lata,,
1950s,jawaa.N hai jahaa.N ... mai.n huu.N ke hai zi.ndagii... -  View,Nayaa Ghar (1953),1953,Shankar-Jaikishan,Shailendra,Lata,,
1950s,lagaa kar dil pariishaa.N hai.n -  View,Nayaa Ghar (1953),1953,Shankar-Jaikishan,Hasrat,Lata,,
1950s,"lo aaye hai.n, lo aaye din pyaar karane ke -  View",Nayaa Ghar (1953),1953,Shankar-Jaikishan,Hasrat,Lata,,
1950s,kahaa.N jaate ho TuuTaa dil hamaaraa dekhate jaao -  View,Nayaa Zamaanaa (1957),1957,Kanu Ghosh,Prem Dhawan,Lata,,
1980s,jhan jhan na na na paayal baaje -  View,Nazraanaa (1987),1987,Laxmikant-Pyarelal,Anand Bakshi,Lata, Mohammed Aziz, Suresh Wa
1960s,mele hai.n chiraaGo.n ke ra.ngiin diiwaalii hai -  View,Nazrana (1961),1961,Ravi,Rajinder Krishan,Lata,,
1960s,bikharaa ke zulfe.n chaman me.n na jaanaa -  View,Nazrana (1961),1961,Ravi,Rajinder Krishan,Lata, Mukesh,
1950s,"mahafil me.n jal uThii shamaa, paravaane ke liye -  View",Nirala (1950),1950,C Ramachandra,P L Santoshi,Lata,,
1950s,o dekho jii ... taare ko taaraa ... chaa.Ndanii raat... -  View,Nirala (1950),1950,C Ramachandra,P L Santoshi,Lata,,
1950s,aisii muhabbat se hum baaz aaye -  View,Nirala (1950),1950,C Ramachandra,P L Santoshi,Lata,,
1950s,dukhiyaare nainaa Dhuu.N.Dhe.n piyaa ko -  View,Nirmohi (1952),1952,Madan Mohan,Indeevar,Lata,,
1950s,kal jalegaa chaa.Nd saarii raat -  View,Nirmohi (1952),1952,Madan Mohan,Uddhav Kumar,Lata,,
1950s,ab Gam ko banaa le.nge jiine kaa sahaaraa -  View,Nirmohi (1952),1952,Madan Mohan,P N Rangeen,Lata,,
1950s,ye kahe chaa.Ndanii raat sunaa do apane dil kii baat -  View,Nirmohi (1952),1952,Madan Mohan,P N Rangeen,Lata,,
1970s,chorii-chorii ko_ii aa_e -  View,Noori (1979),1979,Khayyam,Jaan Nisar Akhtar,Lata,,
1960s,raat kii mahafil suunii suunii -  View,Noorjehan (1967),1967,Roshan,Shakeel,Lata,,
2000s,Kamoshiyaa.N gunagunaane lagii.n -  View,One Two ka Four (2001),2001,A R Rahman,Mehboob,Lata, Sonu Nigam,
1960s,haay re tere cha.nchal nainavaa -  View,Oonche Log (1965),1965,Chitragupt,Majrooh,Lata,,
1960s,aajaa re mere pyaar ke raahii -  View,Oonche Log (1965),1965,Chitragupt,Majrooh,Lata, Mahendra Kapoor,
1950s,merii ulfat soyii hai yahaa.N -  View,Oot Pataang (1955),1955,Vinod,D N Madhok,Lata,,
1950s,muhabbat ne kaise diye hamako dhokhe -  View,Oot Pataang (1955),1955,Vinod,D N Madhok,Lata,,
1960s,balamaa maane naa -  View,Opera House (1961),1961,Chitragupt,Majrooh,Lata,,
1970s,aaj ham apanii duaao.n kaa asar dekhe.nge -  View,Paakeezaah (1971),1971,Ghulam Mohammad,Kaif Bhopali,Lata, Chorus,
1970s,inhii.n logo.n ne le liinaa dupaTTaa meraa -  View,Paakeezaah (1971),1971,Ghulam Mohammad,Majrooh,Lata,,
1970s,mausam hai aashiqaanaa -  View,Paakeezaah (1971),1971,Ghulam Mohammad,Kamal Amrohi,Lata,,
1970s,thaa.De rahiyo o baa.nke yaar -  View,Paakeezaah (1971),1971,Ghulam Mohammad,Majrooh,Lata,,
1970s,"chalate chalate, yuu.Nhii koii mil gayaa thaa -  View",Paakeezaah (1971),1971,Ghulam Mohammad,Kaifi Azmi,Lata,,
1970s,"chalo diladaar chalo, chaa.Nd ke paar chalo -  View",Paakeezaah (1971),1971,Ghulam Mohammad,Kaif Bhopali,Lata, Rafi,
1950s,maa.N o devii maa.N sachchii raah dikhaao -  View,Paayal (1957),1957,Hemant Kumar,Rajinder Krishan,Lata,,
1940s,bedard tere dard ko siine se lagaa ke -  View,Padmini (1948),1948,Gulam Haidar,Wali Saheb,Lata,,
1960s,"mai.n chalii mai.n chalii, dekho pyaar kii galii -  View",Padosan (1968),1968,R D Burman,Rajinder Krishan,Lata, Asha,
1960s,sharm aatii hai magar aaj ye kahanaa hogaa -  View,Padosan (1968),1968,R D Burman,Rajinder Krishan,Lata,,
1960s,"bha_ii battuur, bha_ii battuur, ab jaae.nge kitanii ... -  View",Padosan (1968),1968,R D Burman,Rajinder Krishan,Lata,,
2000s,kitane ajiib rishte hai.n yahaa.N pe -  View,Page 3 (2005),2005,Shamir Tandon,"Ajay Jhingran, Sandeep Nath",Lata,,
1970s,tum mujhe yuu.N bhulaa na paaoge -  View,Pagla Kahin Ka (1970),1970,Shankar-Jaikishan,Hasrat Jaipuri,Lata,,
1960s,jaane vaale teraa Kudaa haafiz -  View,Palki (1967),1967,Naushad,Shakeel,Lata,,
1970s,koii mere maathe kii bi.ndiyaa sajaa de re -  View,Palkon Ki Chhaaon Mein (1977),1977,Laxmikant-Pyarelal,Gulzar,Lata,,
1960s,mere man ke diye -  View,Parakh (1960),1960,Salil Chowdhury,Shailendra,Lata,,
1960s,milaa hai kisii kaa jhumakaa Tha.nDe\-Tha.nDe hare\-... -  View,Parakh (1960),1960,Salil Chowdhury,Shailendra,Lata,,
1960s,"o sajanaa, barakhaa bahaar aayii ras kii phuhaar laa... -  View",Parakh (1960),1960,Salil Chowdhury,Shailendra,Lata,,
1940s,is dard kii maarii duniyaa me.n -  View,Paras (1949),1949,Ghulam Mohammed,Shakeel Badayuni,Lata,,
1960s,"vo jab yaad aae, bahut yaad aae -  View",Parasmani (1963),1963,Laxmikant-Pyarelal,Asad Bhopali,Lata, Rafi,
1950s,pyaar bharii in aa.Nkho.n ne aajaa tujhako -  View,Parbat (1952),1952,Shankar-Jaikishan,Hasrat,Lata, Geeta,
1950s,Duub jaaye jo qisamat kaa taaraa -  View,Parchhaain (1952),1952,C Ramachandra,Noor Lucknowi,Lata,,
1950s,"kaTate hai.n dukh me.n ye din, pahaluu badal badal ke -  View",Parchhaain (1952),1952,C Ramachandra,Noor Lucknowi,Lata,,
1950s,kisii ne mujhako mere ghar me.n aa ke luuT liyaa -  View,Parchhaain (1952),1952,C Ramachandra,Noor Lucknowi,Lata, Talat,
1950s,nainaa lagaake sukh le gayo -  View,Parchhaain (1952),1952,C Ramachandra,Noor Lucknowi,Lata,,
1950s,ai dard\-e\-jigar -  View,Parchhaain (1952),1952,C Ramachandra,Noor Lucknowi,Lata,,
1950s,cha.ndaa kii chhaa.Nv me.n -  View,Parchhaain (1952),1952,C Ramachandra,Noor Lucknowi,Lata,,
1950s,dil kii aawaaz me.n ... a.Nkhiyaa.N milaa ke zaraa -  View,Pardes (1950),1950,Ghulam Mohammed,Shakeel,Lata, Rafi,
1950s,naa dir diim ... naa jaa naa jaa balam balam mere naa -  View,Pardesi (1957),1957,Anil Biswas,"Sardar Jafri, Prem Dhawan",Lata, Balraj Sahni, female voice
1950s,jal ke dil khaaq huaa -  View,Parichay (1954),1954,Shailesh,Keshav,Lata,,
1950s,aa.nsuu_o.n kii chhaa.nv me.n bhii ha.ns le o dilwaale -  View,Parichay (1954),1954,Sailesh,Akhtar Yusuf,Lata,,
1960s,"ham ne jo dekhe sapane, sach ho gae vo apane -  View",Parivaar (1967),1967,Kalyanji-Anandji,Gulshan Bawra,Lata, Mahendra Kapoor,
1960s,ra.ng dil kii dha.Dakan bhii laatii to hogii -  View,Patang (1960),1960,Chitragupt,Rajinder Krishan,Lata,,
1960s,denewaale kisii ko Garibii na de -  View,Patang (1960),1960,Chitragupt,Rajinder Krishan,Lata,,
1940s,dil se bhulaa do tum hame.n ham naa tumhe.n bhulaa_e... -  View,Patanga (1949),1949,C Ramachandra,Rajinder Krishan,Lata,,
1940s,muhabbat kii Kushii do din kii ... kabhii Kaamosh ho... -  View,Patanga (1949),1949,C Ramachandra,Rajinder Krishan,Lata,,
1940s,pyaar ke jahaan kii niraalii sarakaar hai ... muhabb... -  View,Patanga (1949),1949,C Ramachandra,Rajinder Krishan,Lata, Shamshad, Chorus
1940s,Thukaraake mujhe jaanevaale ... o jaanevaale tuu ne -  View,Patanga (1949),1949,C Ramachandra,Rajinder Krishan,Lata,,
1960s,"kajare badaravaa re, marzii terii hai kyaa zaalimaa -  View",Pati Patni (1966),1966,R D Burman,Anand Bakshi,Lata,,
1950s,"palakan kii paalakii, aa.Nsuu sa.Nvaarataa -  View",Patit Paavan (1955),1955,Jamal Sen,Bharat Vyas,Lata,,
1950s,kisii ne apanaa banaa ke mujhako muskuraanaa sikhaa ... -  View,Patitaa (1953),1953,Shankar-Jaikishan,Shailendra,Lata,,
1950s,miTTii se khelate ho baar\-baar kis liye -  View,Patitaa (1953),1953,Shankar-Jaikishan,Shailendra,Lata,,
1990s,tumase jo dekhate hii pyaar hu_aa ... tum itane din ... -  View,Patthar Ke Phool (1991),1991,Ram Laxman,Noor Qaskar,Lata, S P Balasubramaniam,
1960s,tuu aa_e na aa_e magar jaane vaale terii yaad -  View,Payal Ki Jhankar (1968),1968,C Ramachandra,Rajinder Krishan,Lata,,
1950s,"chaa.Nd phir nikalaa, magar tum na aaye -  View",Paying Guest (1957),1957,S D Burman,Majrooh,Lata,,
1950s,kaise bhaaye sakhii rut saavan kii -  View,Pehali Jhalak (1954),1954,C Ramachandra,Rajinder Krishan,Lata,,
1970s,sa.ndhyaa jo aaye -  View,Phagun (1973),1973,S D Burman,Majrooh,Lata,,
1970s,tum mujh se ruuThe ho chalo maanaa -  View,Phir Kab Milogi (1974),1974,R D Burman,Majrooh,Lata,,
1980s,sa.ng mere nikale the saajan -  View,Phir Wohi Raat (1980),1980,R D Burman,Majrooh,Lata, Kishore,
1980s,bi.ndiyaa tarase kajaraa barase aaye naa saajanaa -  View,Phir Wohi Raat (1980),1980,R D Burman,Majrooh,Lata,,
1960s,sambhal to le dil diiwaanaa zaraa Thahar jaanaa -  View,Phool Bane Angaare (1963),1963,Kalyanji-Anandji,Anand Bakshi,Lata,,
1960s,baalamavaa bolo naa bolo naa bolo naa -  View,Picnic (1966),1966,S Mohinder,Majrooh,Lata,,
1950s,jo apanaa kaam hai ... jaa_uu.N mai.n kahaa.N daataa -  View,Pilpili Saaheb (1954),1954,Sardool Kwatra,Hasrat,Lata,,
1960s,more nayan paakhii bechaare -  View,Pinjre Ke Panchhi (1966),1966,Salil Chowdhury,Shailendra,Lata,,
1950s,yaad aake haradam sataaye -  View,Piyaa Milan (1958),1958,Ramesh Naidu,Hasrat,Lata,,
1950s,kisii ke Thukaraa kar aramaan ... yah mausam roj nah... -  View,Pocketmaar (1956),1956,Madan Mohan,Rajinder Krishan,Lata,,
1950s,pyaase naino.n kii pyaas bujhaa le -  View,Pocketmaar (1956),1956,Madan Mohan,Rajinder Krishan,Lata,,
1950s,terii galii kaise aa_uu.N saajanaa -  View,Pocketmaar (1956),1956,Madan Mohan,Rajinder Krishan,Lata,,
1950s,balamaa anaa.Dii ma.Ngaa de gho.Daa\-gaa.Dii -  View,Pocketmaar (1956),1956,Madan Mohan,Rajinder Krishan,Lata,,
1970s,tere milane se pahale bhii -  View,Ponga Pandit (1975),1975,Laxmikant-Pyarelal,Rajinder Krishan,Lata,,
1950s,do din kii zi.ndagii me.n dukha.De hai.n beshumaar -  View,Poonam (1952),1952,Shankar-Jaikishan,Shailendra,Lata,,
1950s,jhummak jhummak chal mere haathii -  View,Poonam (1952),1952,Shankar-Jaikishan,Shailendra,Lata, Chorus,
1950s,jhuume jhuume dil meraa -  View,Poonam (1952),1952,Shankar-Jaikishan,Hasrat,Lata,,
1950s,aayii aayii raat suhaanii sun le Kushii kii kahaanii -  View,Poonam (1952),1952,Shankar-Jaikishan,Hasrat,Lata,,
1950s,ab to aa jaa_o balam -  View,Poonam (1952),1952,Shankar-Jaikishan,Hasrat,Lata,,
1950s,o bhole baalamaa o more saajanaa -  View,Poonam (1952),1952,Shankar-Jaikishan,Shailendra,Lata,,
1950s,chaa.Nd puunam kaa khilaa ... taqadiir kaa shiqawaa ... -  View,Poonam (1952),1952,Shankar-Jaikishan,Hasrat,Lata,,
1960s,"saathii re, tujh bin jiyaa udaas re -  View",Poonam Ki Raat (1965),1965,Salil Chowdhury,Shailendra,Lata,,
